Date,y,,
2023-11-14,475848125.8,,
2023-11-15,475848125.8,,
2023-11-16,482278505.8,,
2023-11-17,479063315.8,,
2023-11-18,546582306.6,,
2023-11-19,533721546.5,,
2023-11-20,488708885.9,,
2023-11-21,456556985.5,,
2023-11-22,472632935.7,,
2023-11-23,540151926.5,,
2023-11-24,511215216.2,,
2023-11-25,492891191.5,,
2023-11-26,439166010.3,,
2023-11-27,496595411.6,,
2023-11-28,459435210.8,,
2023-11-29,452678810.6,,
2023-11-30,570915813.4,,
2023-12-01,429031410.1,,
2023-12-02,557403013.1,,
2023-12-03,523621012.3,,
2023-12-04,466191610.9,,
2023-12-05,459435210.8,,
2023-12-06,388493009.1,,
2023-12-07,456057010.7,,
2023-12-08,530377412.4,,
2023-12-09,469318617.6,,
2023-12-10,528635575.2,,
2023-12-11,481794448.3,,
2023-12-12,498523422.2,,
2023-12-13,488486037.8,,
2023-12-14,545364549.1,,
2023-12-15,508560806.5,,
2023-12-16,501869217,,
2023-12-17,562093523,,
2023-12-18,542018754.3,,
2023-12-19,485140243.1,,
2023-12-20,488486037.8,,
2023-12-21,562093523,,
2023-12-22,560327733.7,,
2023-12-23,612085087.6,,
2023-12-24,497542848.9,,
2023-12-25,497542848.9,,
2023-12-26,461748399.4,,
2023-12-27,433112839.7,,
2023-12-28,540496188.4,,
2023-12-29,519019518.7,,
2023-12-30,558393413.2,,
2023-12-31,554813968.2,,
2024-01-01,468907289.3,,
2024-01-02,565552303.1,,
2024-01-03,608505642.6,,
2024-01-04,493963404,,
2024-01-05,509059003.5,,
2024-01-06,429363547.7,,
2024-01-07,447556918.3,,
2024-01-08,553078468.2,,
2024-01-09,483943659.6,,
2024-01-10,629490624.9,,
2024-01-11,611297254.3,,
2024-01-12,578549187.1,,
2024-01-13,465750289,,
2024-01-14,414808851.1,,
2024-01-15,454834266.6,,
2024-01-16,440279570.1,,
2024-01-17,516691726.8,,
2024-01-18,480304985.5,,
2024-01-19,513378340.2,,
2024-01-20,489551347.8,,
2024-01-21,559487254.6,,
2024-01-22,538506482.5,,
2024-01-23,524519301.2,,
2024-01-24,632919956.8,,
2024-01-25,531512891.9,,
2024-01-26,597952003.3,,
2024-01-27,559487254.6,,
2024-01-28,545500073.2,,
2024-01-29,503538529.1,,
2024-01-30,458080189.7,,
2024-01-31,535009687.2,,
2024-02-01,676117474,,
2024-02-02,566738184.6,,
2024-02-03,581751116.7,,
2024-02-04,585504349.7,,
2024-02-05,638049611.8,,
2024-02-06,600517281.7,,
2024-02-07,517946155.5,,
2024-02-08,623036679.8,,
2024-02-09,570491417.6,,
2024-02-10,514192922.5,,
2024-02-11,671828708.9,,
2024-02-12,506686456.5,,
2024-02-13,521699388.5,,
2024-02-14,605343974,,
2024-02-15,544386616.4,,
2024-02-16,609388003.5,,
2024-02-17,491572989.5,,
2024-02-18,552511789.8,,
2024-02-19,572824723.2,,
2024-02-20,560636963.2,,
2024-02-21,548449203.1,,
2024-02-22,645951283.7,,
2024-02-23,556574376.5,,
2024-02-24,666264217.1,,
2024-02-25,540324029.7,,
2024-02-26,524073683,,
2024-02-27,605325416.8,,
2024-02-28,540324029.7,,
2024-02-29,608054004.4,,
2024-03-01,500960510.1,,
2024-03-02,611408496.6,,
2024-03-03,508849652,,
2024-03-04,658743348,,
2024-03-05,552239932.4,,
2024-03-06,710022770.3,,
2024-03-07,607463925.7,,
2024-03-08,642965064.2,,
2024-03-09,564073645.3,,
2024-03-10,670577060.8,,
2024-03-11,556184503.4,,
2024-03-12,631131351.3,,
2024-03-13,579720256,,
2024-03-14,529980321.7,,
2024-03-15,600922569.5,,
2024-03-16,609268716.3,,
2024-03-17,600922569.5,,
2024-03-18,655172523.7,,
2024-03-19,621787936.5,,
2024-03-20,500768807.9,,
2024-03-21,563364908.9,,
2024-03-22,650999450.3,,
2024-03-23,709422477.8,,
2024-03-24,550845688.7,,
2024-03-25,559191835.5,,
2024-03-26,567537982.3,,
2024-03-27,630675249.3,,
2024-03-28,595046225,,
2024-03-29,640501144.9,,
2024-03-30,566120366.8,,
2024-03-31,619839817.7,,
2024-04-01,611575286.8,,
2024-04-02,586781694.1,,
2024-04-03,570252632.3,,
2024-04-04,611575286.8,,
2024-04-05,640501144.9,,
2024-04-06,702485126.7,,
2024-04-07,652897941.3,,
2024-04-08,603310755.9,,
2024-04-09,626404079.7,,
2024-04-10,566860609.5,,
2024-04-11,584038203.8,,
2024-04-12,704281363.4,,
2024-04-13,674220573.5,,
2024-04-14,605510196.5,,
2024-04-15,708575761.9,,
